"","siteName","studyCode","investigators","first_year","last_year","latitude","longitude","elevation","species","reference","doi","contr_year","NOAAStudyId","NOAASiteId","url"
"551","BM31","USBM-031","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1600,1995,40.03,-105.3,1840,"PIPO",NA,NA,2008,"2369","20505","https://www.ncei.noaa.gov/access/paleo-search/study/2369"
"552","BM32","USBM-032","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1500,1995,40.17,-105.3,2050,"PIPO",NA,NA,2008,"2370","20506","https://www.ncei.noaa.gov/access/paleo-search/study/2370"
"553","BM33","USBM-033","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1500,1995,40.07,-105.5,2500,"PIFL, PIPO",NA,NA,2008,"2371","20507","https://www.ncei.noaa.gov/access/paleo-search/study/2371"
"554","BM34","USBM-034","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1600,1995,40.07,-105.45,2600,"PIPO",NA,NA,2008,"2372","20508","https://www.ncei.noaa.gov/access/paleo-search/study/2372"
"555","BM35","USBM-035","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1600,1995,40.02,-105.48,2660,"PICO, PIPO",NA,NA,2008,"2373","20509","https://www.ncei.noaa.gov/access/paleo-search/study/2373"
"556","BM36","USBM-036","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1600,1995,40.02,-105.5,2700,"PICO, PIPO",NA,NA,2008,"2374","20510","https://www.ncei.noaa.gov/access/paleo-search/study/2374"
"557","BM37","USBM-037","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1600,1995,40,-105.47,2470,"PICO, PIPO",NA,NA,2008,"2375","20511","https://www.ncei.noaa.gov/access/paleo-search/study/2375"
"558","BM38","USBM-038","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1600,1995,39.93,-105.5,2630,"PICO, PIPO",NA,NA,2008,"2376","20512","https://www.ncei.noaa.gov/access/paleo-search/study/2376"
"559","BM39","USBM-039","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1600,1995,39.97,-105.53,2570,"PIPO, PSME",NA,NA,2008,"2377","20513","https://www.ncei.noaa.gov/access/paleo-search/study/2377"
"560","BM4","USBM-004","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1452,1994,40.02,-105.43,2700,"PIFL, PIPO, PSME",NA,NA,2008,"2378","20514","https://www.ncei.noaa.gov/access/paleo-search/study/2378"
"561","BM40","USBM-040","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1600,1995,39.93,-105.45,2570,"PICO, PIPO",NA,NA,2008,"2379","20515","https://www.ncei.noaa.gov/access/paleo-search/study/2379"
"562","BM41","USBM-041","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1600,1995,40.08,-105.47,2770,"PIPO",NA,NA,2008,"2380","20516","https://www.ncei.noaa.gov/access/paleo-search/study/2380"
"563","BM5","USBM-005","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1412,1994,40.07,-105.43,2440,"PIPO",NA,NA,2008,"2381","20517","https://www.ncei.noaa.gov/access/paleo-search/study/2381"
"564","BM6","USBM-006","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1412,1994,40.07,-105.47,2620,"PIPO",NA,NA,2008,"2382","20518","https://www.ncei.noaa.gov/access/paleo-search/study/2382"
"565","BM7","USBM-007","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1751,1994,40.08,-105.45,2640,"PICO, PIPO",NA,NA,2008,"2383","20519","https://www.ncei.noaa.gov/access/paleo-search/study/2383"
"566","BM8","USBM-008","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1461,1994,40.12,-105.33,1950,"PIPO",NA,NA,2004,"2384","20520","https://www.ncei.noaa.gov/access/paleo-search/study/2384"
"567","BM9","USBM-009","Veblen, T.T.; Kitzberger, T.; Donnegan, J.A.",1461,1994,40.1,-105.35,2090,"PIPO",NA,NA,2008,"2385","20521","https://www.ncei.noaa.gov/access/paleo-search/study/2385"
"568","Lukachukai","USLUK001","Whitehair, L.; Fule, P.; Sánchez, M.; Azpeleta Tarancón, A.; Kim, Y.-S.",1388,2015,36.468006,-109.154961,2596,"PIPO, PSME","Whitehair, L., Fulé, P.Z., Sanchez Meador, A.J.,  Begay Jr,  M.A. 2017. FIRE REGIME ON A CULTURAL LANDSCAPE: NAVAJO NATION. Thesis.; Whitehair, L., Fulé, P.Z., Sanchez Meador, A.J., Azpeleta Tarancón, A., Yeon-Su, K. 2018. Fire regime on a cultural landscape: Navajo Nation. Ecology and Evolution, 8, 9848-9858. doi: 10.1002/ece3.4470",NA,2019,"26010","57797","https://www.ncei.noaa.gov/access/paleo-search/study/26010"
"569","South Dakota Game, Fish and Parks Badger Game Production Area","USGPA001","Wienk, C.L.",1450,1998,44.48,-103.93,1250,"PIPO",NA,NA,2008,"2407","20543","https://www.ncei.noaa.gov/access/paleo-search/study/2407"
"570","Teanaway Demonstration Project","USTDP001","Wright, C.S.; Agee, J.K.",1370,1995,47.27,-120.9,1359,"",NA,NA,2008,"2408","20544","https://www.ncei.noaa.gov/access/paleo-search/study/2408"
"571","Lower Middle Mountain","USLMM001","Wu, R.; Brinton, S.; Vega, D.; Fulé, P.Z.; Korb, J.E.",1300,2001,37.296,-107.228,2743,"ABCO, PIPO"," Fulé P.Z., J.E. Korb, and R. Wu. 2009. Changes in forest structure
of a mixed conifer forest, southwestern Colorado, USA. Forest Ecology and
Management 258:1200.1210.",NA,2010,"9747","31444","https://www.ncei.noaa.gov/access/paleo-search/study/9747"
"572","El Diferencial","MXDI-001","Yocom, L.L.; Fulé, P.Z.",1515,2006,23.79,-99.85,3403,"PIHR, ABVE","Yocom, L.L., P.Z. Fulé, P.M. Brown, J. Cerano, J. Villanueva-Díaz, D.A. Falk, and E. Cornejo-Oviedo. 2010. El Niño-Southern Oscillation effect on a fire regime in northeastern Mexico has changed over time. Ecology, 91, 1660-1671. ; Yocom Kent, L.L., P.Z. Fulé, P.M. Brown, J. Cerano, E. Cornejo-Oviedo, C. Cortés Montaño, S.A. Drury, D.A. Falk, J. Meunier, H.M. Poulos, C.N. Skinner, S.L. Stephens, J. Villanueva-Díaz. 2017. Climate drives fire synchrony but local factors control fire regime change in northern Mexico. Ecosphere, 8, Article e01709, 3. ",NA,2017,"21570","57241","https://www.ncei.noaa.gov/access/paleo-search/study/21570"
"573","El Tarillal","MXET-001","Yocom, L.L.; Fule, P.",1625,2007,25.44,-100.52,3081,"PSME, PIHR, ABVE","Yocom, L.L., P.Z. Fulé, D.A. Falk, C. García-Domínguez, E. Cornejo-Oviedo, P.M. Brown, J. Villanueva-Díaz, J. Cerano, and C. Cortés Montaño. 2014. Fine-scale factors influence fire regimes in mixed-conifer forests on three high mountains in Mexico. International Journal of Wildland Fire, 23, 959-968. ; Yocom Kent, L.L., P.Z. Fulé, P.M. Brown, J. Cerano, E. Cornejo-Oviedo, C. Cortés Montaño, S.A. Drury, D.A. Falk, J. Meunier, H.M. Poulos, C.N. Skinner, S.L. Stephens, J. Villanueva-Díaz. 2017. Climate drives fire synchrony but local factors control fire regime change in northern Mexico. Ecosphere, 8, Article e01709, 3. ",NA,2017,"21580","57248","https://www.ncei.noaa.gov/access/paleo-search/study/21580"
"574","La Armenia","MXLA-001","Yocom, L.L.; Fulé, P.Z.",1566,2006,25.27,-100.47,3270,"PISF, PIHR","Yocom, L.L., P.Z. Fulé, P.M. Brown, J. Cerano, J. Villanueva-Díaz, D.A. Falk, and E. Cornejo-Oviedo. 2010. El Niño-Southern Oscillation effect on a fire regime in northeastern Mexico has changed over time. Ecology, 91, 1660-1671. ; Yocom Kent, L.L., P.Z. Fulé, P.M. Brown, J. Cerano, E. Cornejo-Oviedo, C. Cortés Montaño, S.A. Drury, D.A. Falk, J. Meunier, H.M. Poulos, C.N. Skinner, S.L. Stephens, J. Villanueva-Díaz. 2017. Climate drives fire synchrony but local factors control fire regime change in northern Mexico. Ecosphere, 8, Article e01709, 3. ",NA,2017,"21572","57255","https://www.ncei.noaa.gov/access/paleo-search/study/21572"
"575","La Viga","MXLV-001","Yocom, L.L.; Fulé, P.Z.",1404,2007,25.36,-100.55,3253,"PISF, PIHR","Yocom, L.L., P.Z. Fulé, D.A. Falk, C. García-Domínguez, E. Cornejo-Oviedo, P.M. Brown, J. Villanueva-Díaz, J. Cerano, and C. Cortés Montaño. 2014. Fine-scale factors influence fire regimes in mixed-conifer forests on three high mountains in Mexico. International Journal of Wildland Fire, 23, 959-968. ",NA,2017,"21575","57259","https://www.ncei.noaa.gov/access/paleo-search/study/21575"
"576","La Bateas","MXLB-001","Yocom, L.L.; Fulé, P.Z.",1523,1955,25.27,-100.48,3253,"PISF, PIHR","Yocom, L.L., P.Z. Fulé, D.A. Falk, C. García-Domínguez, E. Cornejo-Oviedo, P.M. Brown, J. Villanueva-Díaz, J. Cerano, and C. Cortés Montaño. 2014. Fine-scale factors influence fire regimes in mixed-conifer forests on three high mountains in Mexico. International Journal of Wildland Fire, 23, 959-968. ",NA,2017,"21573","57257","https://www.ncei.noaa.gov/access/paleo-search/study/21573"
"577","Las Manzana","MXLM-001","Yocom, L.L.; Fulé, P.Z.",1509,2006,25.27,-100.49,3253,"PISF, PIHR","Yocom Kent, L.L., P.Z. Fulé, P.M. Brown, J. Cerano, E. Cornejo-Oviedo, C. Cortés Montaño, S.A. Drury, D.A. Falk, J. Meunier, H.M. Poulos, C.N. Skinner, S.L. Stephens, J. Villanueva-Díaz. 2017. Climate drives fire synchrony but local factors control fire regime change in northern Mexico. Ecosphere, 8, Article e01709, 3. ; Yocom, L.L., P.Z. Fulé, D.A. Falk, C. García-Domínguez, E. Cornejo-Oviedo, P.M. Brown, J. Villanueva-Díaz, J. Cerano, and C. Cortés Montaño. 2014. Fine-scale factors influence fire regimes in mixed-conifer forests on three high mountains in Mexico. International Journal of Wildland Fire, 23, 959-968. ",NA,2017,"21574","57258","https://www.ncei.noaa.gov/access/paleo-search/study/21574"
"578","Mesa Acuña","MXMA-001","Yocom, L.L.; Fulé, P.Z.",1526,2006,23.78,-99.86,3200,"PSME, PIHR","Yocom, L.L., P.Z. Fulé, P.M. Brown, J. Cerano, J. Villanueva-Díaz, D.A. Falk, and E. Cornejo-Oviedo. 2010. El Niño-Southern Oscillation effect on a fire regime in northeastern Mexico has changed over time. Ecosphere, 91, 1660-1671. ; Yocom Kent, L.L., P.Z. Fulé, P.M. Brown, J. Cerano, E. Cornejo-Oviedo, C. Cortés Montaño, S.A. Drury, D.A. Falk, J. Meunier, H.M. Poulos, C.N. Skinner, S.L. Stephens, J. Villanueva-Díaz. 2017. Climate drives fire synchrony but local factors control fire regime change in northern Mexico. Ecosphere, 8, Article e01709, 3. ",NA,2017,"21571","57249","https://www.ncei.noaa.gov/access/paleo-search/study/21571"
"579","Musgoso","MXMU-001","Yocom, L.L.; Fulé, P.Z.",1535,2007,25.36,-100.54,3414,"PIHR","Yocom Kent, L.L., P.Z. Fulé, P.M. Brown, J. Cerano, E. Cornejo-Oviedo, C. Cortés Montaño, S.A. Drury, D.A. Falk, J. Meunier, H.M. Poulos, C.N. Skinner, S.L. Stephens, J. Villanueva-Díaz. 2017. Climate drives fire synchrony but local factors control fire regime change in northern Mexico. Ecosphere, 8, Article e01709, 3. ; Yocom, L.L., P.Z. Fulé, D.A. Falk, C. García-Domínguez, E. Cornejo-Oviedo, P.M. Brown, J. Villanueva-Díaz, J. Cerano, and C. Cortés Montaño. 2014. Fine-scale factors influence fire regimes in mixed-conifer forests on three high mountains in Mexico. International Journal of Wildland Fire, 23, 959-968. ",NA,2017,"21576","57260","https://www.ncei.noaa.gov/access/paleo-search/study/21576"
"580","Orizaba 1","MXOZ1001","Yocom, L.L.; Fulé, P.Z.",1795,2009,19,-97.32,3913,"PIHR","Yocom, L.L.; Fulé, P.Z. 2012. Human and climate influences on frequent fire in a high-elevation tropical forest. Journal of Applied Ecology, 49, 1356-1364. doi: 10.1111/j.1365-2664.2012.02216.x",NA,2017,"21581","57267","https://www.ncei.noaa.gov/access/paleo-search/study/21581"
"581","Orizaba 2","MXOZ2001","Yocom, L.L.; Fulé, P.Z.",1776,2009,19.01,-97.32,3942,"PIHR","Yocom, L.L.; Fulé, P.Z. 2012. Human and climate influences on frequent fire in a high-elevation tropical forest. Journal of Applied Ecology, 49, 1356-1364. doi: 10.1111/j.1365-2664.2012.02216.x",NA,2017,"21582","57268","https://www.ncei.noaa.gov/access/paleo-search/study/21582"
"582","Orizaba 3","MXOZ3001","Yocom, L.L.; Fulé, P.Z.",1553,2009,18.99,-97.3,4132,"PIHR","Yocom, L.L.; Fulé, P.Z. 2012. Human and climate influences on frequent fire in a high-elevation tropical forest. Journal of Applied Ecology, 49, 1356-1364. doi: 10.1111/j.1365-2664.2012.02216.x",NA,2017,"21583","57269","https://www.ncei.noaa.gov/access/paleo-search/study/21583"
"583","Orizaba 4","MXOZ4001","Yocom, L.L.; Fulé, P.Z.",1780,2009,19,-97.32,3912,"PIHR","Yocom, L.L.; Fulé, P.Z. 2012. Human and climate influences on frequent fire in a high-elevation tropical forest. Journal of Applied Ecology, 49, 1356-1364. doi: 10.1111/j.1365-2664.2012.02216.x",NA,2017,"21584","57270","https://www.ncei.noaa.gov/access/paleo-search/study/21584"
"584","Orizaba 5","MXOZ5001","Yocom, L.L.; Fulé, P.Z.",1655,2009,18.99,-97.29,4045,"PIHR","Yocom, L.L.; Fulé, P.Z. 2012. Human and climate influences on frequent fire in a high-elevation tropical forest. Journal of Applied Ecology, 49, 1356-1364. doi: 10.1111/j.1365-2664.2012.02216.x",NA,2017,"21585","57271","https://www.ncei.noaa.gov/access/paleo-search/study/21585"
"585","Orizaba 6","MXOZ6001","Yocom, L.L.; Fulé, P.Z.",1661,2009,18.98,-97.3,4081,"PIHR","Yocom, L.L.; Fulé, P.Z. 2012. Human and climate influences on frequent fire in a high-elevation tropical forest. Journal of Applied Ecology, 49, 1356-1364. doi: 10.1111/j.1365-2664.2012.02216.x",NA,2017,"21586","57272","https://www.ncei.noaa.gov/access/paleo-search/study/21586"
"586","Paraíso","MXPA-001","Yocom, L.L.; Fulé, P.Z.",1517,2007,25.36,-100.52,3286,"PISF, PSME, PIHR","Yocom Kent, L.L., P.Z. Fulé, P.M. Brown, J. Cerano, E. Cornejo-Oviedo, C. Cortés Montaño, S.A. Drury, D.A. Falk, J. Meunier, H.M. Poulos, C.N. Skinner, S.L. Stephens, J. Villanueva-Díaz. 2017. Climate drives fire synchrony but local factors control fire regime change in northern Mexico. Ecosphere, 8, Article e01709, 3. ; Yocom, L.L., P.Z. Fulé, D.A. Falk, C. García-Domínguez, E. Cornejo-Oviedo, P.M. Brown, J. Villanueva-Díaz, J. Cerano, and C. Cortés Montaño. 2014. Fine-scale factors influence fire regimes in mixed-conifer forests on three high mountains in Mexico. International Journal of Wildland Fire, 23, 959-968. ",NA,2017,"21577","57261","https://www.ncei.noaa.gov/access/paleo-search/study/21577"
"587","Puerto el Tarillal","MXPU-001","Yocom, L.L.; Fulé, P.Z.",1510,2007,25.44,-100.54,3211,"PISF, PSME, PIHR","Yocom Kent, L.L., P.Z. Fulé, P.M. Brown, J. Cerano, E. Cornejo-Oviedo, C. Cortés Montaño, S.A. Drury, D.A. Falk, J. Meunier, H.M. Poulos, C.N. Skinner, S.L. Stephens, J. Villanueva-Díaz. 2017. Climate drives fire synchrony but local factors control fire regime change in northern Mexico. Ecosphere, 8, Article e01709, 3. ; Yocom, L.L., P.Z. Fulé, D.A. Falk, C. García-Domínguez, E. Cornejo-Oviedo, P.M. Brown, J. Villanueva-Díaz, J. Cerano, and C. Cortés Montaño. 2014. Fine-scale factors influence fire regimes in mixed-conifer forests on three high mountains in Mexico. International Journal of Wildland Fire, 23, 959-968. ",NA,2017,"21579","57263","https://www.ncei.noaa.gov/access/paleo-search/study/21579"
"588","Rancho Nuevo, Coahuila","MXRN-001","Yocom, L.L.; Fulé, P.Z.",1509,2007,25.43,-100.53,3140,"PISF, PSME, PIHR","Yocom Kent, L.L., P.Z. Fulé, P.M. Brown, J. Cerano, E. Cornejo-Oviedo, C. Cortés Montaño, S.A. Drury, D.A. Falk, J. Meunier, H.M. Poulos, C.N. Skinner, S.L. Stephens, J. Villanueva-Díaz. 2017. Climate drives fire synchrony but local factors control fire regime change in northern Mexico. Ecosphere, 8, Article e01709, 3. ; Yocom, L.L., P.Z. Fulé, D.A. Falk, C. García-Domínguez, E. Cornejo-Oviedo, P.M. Brown, J. Villanueva-Díaz, J. Cerano, and C. Cortés Montaño. 2014. Fine-scale factors influence fire regimes in mixed-conifer forests on three high mountains in Mexico. International Journal of Wildland Fire, 23, 959-968. ",NA,2017,"21578","57262","https://www.ncei.noaa.gov/access/paleo-search/study/21578"
"589","San Onofre","MXSO-001","Yocom, L.L.; Fulé, P.Z.",1510,1997,23.8,-99.85,3200,"PIHR","Yocom, L.L., P.Z. Fulé, P.M. Brown, J. Cerano, J. Villanueva-Díaz, D.A. Falk, and E. Cornejo-Oviedo. 2010. El Niño-Southern Oscillation effect on a fire regime in northeastern Mexico has changed over time. Ecology, 91, 1660-1671. ; Yocom Kent, L.L., P.Z. Fulé, P.M. Brown, J. Cerano, E. Cornejo-Oviedo, C. Cortés Montaño, S.A. Drury, D.A. Falk, J. Meunier, H.M. Poulos, C.N. Skinner, S.L. Stephens, J. Villanueva-Díaz. 2017. Climate drives fire synchrony but local factors control fire regime change in northern Mexico. Ecosphere, 8, Article e01709, 3. ",NA,2017,"21587","57256","https://www.ncei.noaa.gov/access/paleo-search/study/21587"
